Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time20-Jan-2016,09:38:39.012,34D5 31D3, 3,36,19-Jan-2016,21:56:41.602
20-Feb-2016,11:56:04.586,5252 4B55, F,38,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:05.234,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:05.606,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:06.344,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:06.626,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:07.079,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:07.261,5252 4B80, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:07.646,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:08.386,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:08.666,5252 4B55, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:09.289,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:09.686,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:10.464,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:10.706,5252 4B55, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:11.316,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:11.726,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:12.467,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:12.541,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:12.746,5252 4B55, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:13.344,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:13.766,2DB4 AACB, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:14.465,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:14.616,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:15.371,5252 4B55, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:15.806,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:16.461,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:16.687,66AA AD93, E,79,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:16.826,5252 4B55, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:17.262,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:17.434,5252 4B4B, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:17.846,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:18.753,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:18.866,5252 4B55, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:19.316,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:19.426,5252 4B4B, D,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:19.886,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:20.906,4B52 4B66, C,BB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:21.370,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:21.453,5252 4B4B, F,19,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:23.421,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:23.480,5252 4B4B, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:23.966,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:24.985,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:25.468,4B52 4B66, C,9B,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:26.005,5252 4B4B, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:27.509,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:28.045,5252 4B4B, F,29,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:29.065,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:29.549,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:30.085,5252 4B4B, E,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:31.105,4B52 4B66, C,BB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:31.590,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:32.125,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:33.617,4B52 4B66, C,9B,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:34.165,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:35.185,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:35.483,4B52 4B66, C,8B,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:35.644,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:36.170,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:37.225,66AA AD99, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:37.552,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:37.671,5252 4B55, F,09,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:38.165,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:38.246,66AA AFFF, E,99,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:39.266,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:39.629,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:39.699,5252 4B55, F,09,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:40.285,2DB4 AACB, E,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:41.305,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:41.707,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:42.325,5252 4B55, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:43.753,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:44.365,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:45.385,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:45.780,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:45.859,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:46.405,5252 4B55, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:47.425,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:47.606,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:47.807,5266 5252, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:47.933,2DB4 AACB, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:48.445,5252 4B55, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:48.584,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:48.805,66AA AD99, E,78,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:49.465,5252 4B4B, E,59,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:49.654,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:49.834,5266 5252, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:50.009,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:50.485,5252 4B55, F,19,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:50.585,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:50.856,66AA AD99, E,89,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:51.706,5252 4B4B, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:51.861,5266 5252, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:52.085,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:52.525,5252 4B55, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:52.585,4B52 4B66, C,A9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:52.901,66AA AD99, E,78,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:53.758,5252 4B4B, D,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:53.888,5266 5252, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:54.163,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:54.565,5252 4B55, F,19,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:54.940,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:55.809,5FFF F000, D,09,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:55.915,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:56.240,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:56.578,5252 4B55, F,09,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:57.625,66AA AD99, E,68,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:57.861,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:57.942,5266 5252, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:58.318,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:58.572,5252 4B55, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:58.645,66AA AD9F, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:59.665,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:59.913,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:00.395,5266 5252, F,09,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:00.685,5252 4B55, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:01.705,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:01.964,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:02.472,5266 5252, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:02.725,5252 4B55, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:03.745,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:04.016,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:04.550,5266 5252, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:06.050,5252 4B55, D,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:06.628,2DB4 AACB, E,A9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:06.805,5252 4B55, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:08.078,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:08.668,2DB4 AACB, E,99,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:08.845,66AA AD99, E,89,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:10.104,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:10.171,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:10.669,5266 5252, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:10.784,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:10.885,5252 4B55, C,9B,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:11.905,4B52 4B66, C,7B,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:12.132,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:12.223,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:12.668,5266 5252, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:12.863,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:13.945,5252 4B55, F,29,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:14.159,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:14.274,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:14.665,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:14.941,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:15.984,5252 4B55, E,08,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:16.186,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:16.325,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:16.663,5266 5252, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:17.004,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:18.024,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:18.214,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:18.377,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:18.659,5266 5252, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:19.044,66AA AD99, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:20.064,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:20.241,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:20.428,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:20.655,5266 5252, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:21.084,66AA AD99, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:21.172,4B52 4B66, C,BB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:22.104,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:22.268,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:22.480,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:22.651,5266 5252, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:23.124,66AA AD99, E,78,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:23.249,4B52 4B66, C,BB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:24.144,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:24.295,4B52 4B66, C,8A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:24.531,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:24.649,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:25.164,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:25.326,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:26.184,5252 4B55, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:26.323,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:26.583,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:26.648,5266 5252, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:27.204,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:27.403,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:28.224,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:28.350,4B52 4B66, C,BB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:28.634,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:29.244,5266 5252, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:29.479,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:30.264,5252 4B55, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:30.377,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:30.651,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:31.284,66AA AD99, E,79,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:31.555,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:32.304,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:32.405,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:32.654,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:32.738,66AA AD99, E,89,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:33.324,5266 5252, E,48,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:33.632,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:34.344,5252 4B55, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:34.432,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:34.658,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:34.789,66AA AD99, E,79,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:35.364,5266 5252, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:35.709,4B52 4B66, C,BB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:36.384,5252 4B55, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:36.460,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:36.663,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:36.840,66AA AD99, E,69,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:37.404,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:37.785,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:38.487,5252 4B55, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:38.668,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:38.892,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:39.444,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:39.861,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:40.464,5252 4B55, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:40.674,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:40.944,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:41.484,5266 5252, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:41.938,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:42.504,5252 4B55, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:42.679,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:42.995,66AA AD99, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:43.524,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:44.014,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:44.544,5252 4B55, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:44.685,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:45.047,66AA AD99, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:45.564,5266 5252, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:46.092,4B52 4B66, C,8B,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:46.584,5252 4B55, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:46.691,4B52 4B66, C,9B,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:47.100,66AA AD99, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:48.169,5266 5252, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:48.624,5252 4B55, E,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:48.697,2DB4 AACB, E,A9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:49.151,66AA AD99, E,89,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:50.248,5266 5252, E,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:50.651,5252 4B55, E,58,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:51.202,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:51.683,5266 5252, E,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:52.325,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:52.678,5252 4B55, E,78,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:53.254,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:53.723,5266 5252, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:54.399,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:54.705,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:55.306,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:55.763,5266 5252, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:56.472,4B52 4B66, C,CB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:56.722,5252 4B55, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:56.783,66AA AD99, E,68,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:57.358,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:57.803,5266 5252, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:58.549,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:58.729,5252 4B55, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:58.823,66AA AD99, E,78,19-Feb-2016,08:42:49.017
20-Feb-2016,11:57:59.409,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:00.625,5266 5252, E,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:00.736,5252 4B55, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:01.461,66AA AD99, E,79,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:01.883,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:02.703,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:02.814,5252 4B55, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:02.903,2DB4 AACB, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:03.513,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:04.749,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:04.842,66AA AD99, E,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:05.565,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:06.752,5266 5252, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:06.856,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:06.983,5252 4B55, F,09,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:07.617,4B52 4B66, C,9B,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:08.003,5266 5252, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:08.747,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:08.896,7FFC 0000, E,79,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:09.023,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:09.669,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:10.043,5266 5252, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:10.923,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:11.010,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:11.721,5252 4B55, F,08,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:12.083,5266 5252, F,09,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:12.950,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:13.087,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:13.773,5252 4B55, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:14.123,5266 5252, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:14.978,4B52 4B66, C,BB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:15.143,2DB4 AACB, E,A9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:15.824,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:16.163,5266 5252, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:17.005,4B52 4B66, C,9B,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:17.183,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:17.241,4B52 4B66, C,8B,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:17.877,5252 4B55, E,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:18.203,5266 5252, E,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:19.032,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:19.319,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:19.929,5252 4B55, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:20.242,5266 5252, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:21.060,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:21.262,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:21.396,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:58:21.980,5252 4B55, E,E9,19-Feb-2016,08:42:49.017
