Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time20-Jan-2016,09:38:39.012,34D5 31D3, 3,36,19-Jan-2016,21:56:41.602
20-Feb-2016,11:53:59.127,4B52 4B66, C,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:53:59.550,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:53:59.616,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:00.147,5266 5252, F,29,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:01.167,4B52 4B66, C,E8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:01.577,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:01.664,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:02.187,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:02.730,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:03.207,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:03.604,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:03.719,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:04.227,5266 5252, F,19,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:04.731,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:05.247,66AA AD99, E,89,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:05.631,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:05.770,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:06.267,5266 5252, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:06.732,4B52 4B66, C,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:07.287,66AA AD99, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:07.658,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:07.822,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:07.897,5266 5252, F,38,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:08.307,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:08.733,4B52 4B66, C,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:09.685,66AA AD99, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:09.873,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:09.975,5266 5252, D,19,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:10.347,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:10.734,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:11.367,66AA AD99, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:11.712,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:11.925,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:12.053,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:12.387,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:12.733,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:13.406,66AA AD99, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:13.739,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:13.977,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:14.130,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:14.426,5252 4B55, F,39,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:14.735,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:15.446,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:15.766,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:16.030,2DB4 AACB, E,A9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:16.208,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:16.466,5252 4B55, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:16.739,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:17.486,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:17.793,4B52 4B66, C,BB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:18.082,2DB4 AACB, E,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:18.286,5266 5252, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:18.506,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:18.745,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:19.526,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:19.821,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:20.133,2DB4 AACB, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:20.363,5266 5252, E,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:20.749,5252 4B55, F,38,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:21.848,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:22.185,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:22.441,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:22.586,5252 4B55, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:22.753,4B52 4B66, C,BB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:23.606,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:23.875,4B52 4B66, C,BB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:24.236,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:24.554,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:24.626,5252 4B55, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:24.757,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:25.902,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:26.289,2DB4 AACB, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:26.596,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:26.667,5252 4B55, F,19,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:26.764,4B52 4B66, C,BB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:27.686,66AA AD99, E,78,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:27.929,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:28.341,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:28.673,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:28.771,5252 4B55, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:29.726,66AA AD99, E,79,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:29.956,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:30.429,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:30.746,5266 5252, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:31.766,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:31.983,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:32.446,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:32.781,5266 5252, E,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:33.806,66AA AD99, E,89,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:34.010,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:34.498,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:34.785,5266 5252, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:34.906,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:35.846,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:36.038,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:36.550,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:36.787,5266 5252, E,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:36.866,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:36.984,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:37.886,5252 4B55, F,29,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:38.065,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:38.603,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:38.790,5266 5252, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:39.061,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:39.926,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:40.092,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:40.655,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:40.794,5266 5252, E,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:40.946,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:41.139,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:41.966,5252 4B55, F,48,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:42.119,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:42.708,2DB4 AACB, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:42.797,5266 5252, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:43.217,66AA AD99, E,78,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:44.147,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:44.760,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:45.026,5266 5252, D,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:45.294,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:46.046,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:46.174,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:46.806,2DB4 AACB, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:47.066,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:47.372,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:48.086,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:48.201,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:48.813,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:49.106,66AA AD99, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:49.449,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:50.126,5252 4B55, F,29,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:50.228,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:50.820,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:50.917,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:51.146,5266 5252, D,C8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:51.527,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:52.166,5252 4B55, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:52.255,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:52.827,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:52.969,66AA AD99, E,78,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:53.186,5266 5252, E,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:53.604,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:54.206,5252 4B55, F,29,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:54.283,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:54.833,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:55.021,66AA AD99, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:55.226,5266 5252, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:55.680,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:56.246,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:56.310,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:56.834,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:57.071,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:57.266,5266 5252, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:57.756,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:58.286,5252 4B55, E,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:58.839,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:59.119,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:59.306,5266 5252, F,29,19-Feb-2016,08:42:49.017
20-Feb-2016,11:54:59.832,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:00.326,5252 4B55, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:00.844,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:01.168,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:01.909,5266 5252, E,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:02.366,5252 4B55, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:02.843,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:03.220,66AA AD99, E,68,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:03.386,5266 5252, E,68,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:03.986,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:04.406,5252 4B55, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:04.844,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:05.272,66AA AD99, E,99,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:05.426,5266 5252, D,D8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:06.064,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:06.446,5252 4B55, F,08,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:06.845,2DB4 AACB, E,89,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:07.324,66AA AD99, E,99,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:07.466,5266 5252, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:08.141,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:08.474,5252 4B55, E,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:08.848,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:09.371,66AA AD99, E,89,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:09.506,5266 5252, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:10.219,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:10.501,5252 4B55, F,08,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:10.851,2DB4 AACB, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:11.413,66AA AD99, E,58,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:11.546,5266 5252, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:12.297,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:12.528,5252 4B55, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:12.856,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:13.451,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:13.586,5266 5252, F,19,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:14.372,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:14.555,5252 4B55, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:14.864,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:15.489,66AA AD99, E,79,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:15.626,5266 5252, E,F8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:16.449,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:16.583,5252 4B55, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:16.646,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:16.873,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:17.525,66AA AD99, E,78,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:17.666,5266 5252, E,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:18.526,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:18.610,5252 4B55, F,19,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:18.686,2DB4 AACB, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:18.883,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:19.559,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:20.603,527F FC00, E,F9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:20.893,5252 4B55, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:21.746,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:22.664,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:22.766,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:22.903,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:23.786,66AA AD99, E,78,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:24.692,4B52 4B66, C,8A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:24.758,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:24.914,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:25.826,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:26.719,4B52 4B66, C,9B,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:26.835,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:26.923,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:27.866,66AA AD99, E,69,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:28.746,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:28.886,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:29.906,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:30.773,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:30.926,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:30.989,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:31.946,5252 4B55, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:32.800,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:32.937,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:33.067,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:33.986,5252 4B55, F,38,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:34.827,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:34.935,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:35.006,66AA AD99, E,89,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:35.144,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:36.025,5252 4B55, F,38,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:36.854,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:36.932,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:37.045,66AA AD99, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:37.222,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:38.065,5252 4B55, F,38,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:38.881,4B52 4B66, C,DA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:39.085,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:39.299,4B52 4B66, C,AA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:39.660,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:40.105,5266 5252, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:40.908,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:41.125,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:41.377,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:41.701,5252 4B55, F,38,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:42.145,5266 5252, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:42.922,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:43.165,66AB FFFC, E,8A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:43.455,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:43.738,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:44.185,5266 5252, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:44.962,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:45.205,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:45.532,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:45.772,5252 4B55, F,38,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:46.225,5FFF F000, F,0A,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:46.989,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:47.245,2DB4 AACB, E,B8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:47.610,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:48.266,5252 4B55, F,38,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:49.017,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:49.285,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:49.687,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:50.306,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:51.044,4B52 4B66, C,E9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:51.326,2DB4 AACB, E,A9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:51.765,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:52.345,5252 4B55, F,38,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:53.071,4B52 4B66, C,D9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:53.366,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:53.747,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:53.842,66AA AD99, E,79,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:54.386,5252 4B55, F,39,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:55.099,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:55.405,2DB4 AACB, E,A8,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:55.747,4B52 4B66, C,CA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:55.920,66AA AD99, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:56.426,5252 4B55, F,28,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:57.125,4B52 4B66, C,B9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:57.446,2DB4 AACB, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:57.745,4B52 4B66, C,C9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:57.998,66AA AD99, E,88,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:58.466,5252 4B55, F,18,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:59.152,4B52 4B66, C,EA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:59.486,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:55:59.740,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:00.076,66AA ADFF, E,99,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:01.179,5252 4B55, F,38,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:01.526,2DB4 AACB, E,98,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:02.153,4B52 4B66, C,BA,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:02.546,5252 4B55, F,39,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:03.207,4B52 4B66, C,AB,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:03.566,2DB4 AACB, E,A9,19-Feb-2016,08:42:49.017
20-Feb-2016,11:56:04.231,4B52 4B66, C,9A,19-Feb-2016,08:42:49.017
