Detection_date,Detection_time,Tag_ID,Signal_strength,Connection,Session_date,Session_time20-May-2015,09:02:02.197,66CC ADB4, D,18,19-May-2015,12:33:49.091
20-May-2015,12:51:14.958,66CC AAAA, C,7C,19-May-2015,12:33:49.091
20-May-2015,12:51:16.942,66CC AAAA, C,8C,19-May-2015,12:33:49.091
20-May-2015,12:51:44.143,66CC AAAA, D,08,19-May-2015,12:33:49.091
20-May-2015,12:51:46.126,66CC AAAA, C,5E,19-May-2015,12:33:49.091
20-May-2015,12:52:07.064,66CC AAAA, C,9B,19-May-2015,12:33:49.091
20-May-2015,12:52:30.186,66CC AAAA, D,18,19-May-2015,12:33:49.091
20-May-2015,12:52:59.984,66CC ADB4, D,09,19-May-2015,12:33:49.091
20-May-2015,12:53:02.259,66CC AAAA, D,D8,19-May-2015,12:33:49.091
20-May-2015,12:54:03.181,6400 0000, C,B8,19-May-2015,12:33:49.091
20-May-2015,12:54:07.155,66CC AAAA, D,69,19-May-2015,12:33:49.091
20-May-2015,12:54:09.140,66CC AAAA, E,28,19-May-2015,12:33:49.091
20-May-2015,12:54:11.127,66CC AAAA, C,E9,19-May-2015,12:33:49.091
20-May-2015,12:54:13.114,66CC AAAA, D,28,19-May-2015,12:33:49.091
20-May-2015,12:54:15.100,66CC AAAA, D,E8,19-May-2015,12:33:49.091
20-May-2015,12:54:17.085,66CC AAAA, D,99,19-May-2015,12:33:49.091
20-May-2015,12:54:19.067,66CC AAAA, E,39,19-May-2015,12:33:49.091
20-May-2015,12:54:28.791,66CC 0000, D,D8,19-May-2015,12:33:49.091
20-May-2015,12:55:23.012,66CC AAAA, D,A8,19-May-2015,12:33:49.091
20-May-2015,12:55:24.996,66CC AAAA, C,9C,19-May-2015,12:33:49.091
20-May-2015,12:55:34.661,66CC 8000, D,58,19-May-2015,12:33:49.091
20-May-2015,12:55:44.430,66CC AAAA, D,48,19-May-2015,12:33:49.091
20-May-2015,12:55:46.428,66CC ADB4, C,8B,19-May-2015,12:33:49.091
20-May-2015,12:55:58.744,66CC A000, C,9B,19-May-2015,12:33:49.091
20-May-2015,12:56:15.685,66CC A000, C,BA,19-May-2015,12:33:49.091
20-May-2015,12:56:43.622,66CC AA00, D,79,19-May-2015,12:33:49.091
20-May-2015,12:57:55.665,66CC AAAA, D,48,19-May-2015,12:33:49.091
20-May-2015,12:59:28.474,66CC AAAA, C,E8,19-May-2015,12:33:49.091
20-May-2015,12:59:30.473,66CC ADB4, D,18,19-May-2015,12:33:49.091
20-May-2015,12:59:56.563,66CC AC00, C,CA,19-May-2015,12:33:49.091
20-May-2015,13:00:02.521,66CC AAAA, D,C8,19-May-2015,12:33:49.091
20-May-2015,13:00:08.473,66CC AAAA, C,9B,19-May-2015,12:33:49.091
20-May-2015,13:00:21.883,66CC AAAA, D,08,19-May-2015,12:33:49.091
20-May-2015,13:01:18.958,66CC ADB4, D,38,19-May-2015,12:33:49.091
20-May-2015,13:01:20.956,66CC ADB4, D,C8,19-May-2015,12:33:49.091
20-May-2015,13:02:03.392,6600 0000, D,A8,19-May-2015,12:33:49.091
20-May-2015,13:02:05.394,66CC ADB4, D,09,19-May-2015,12:33:49.091
20-May-2015,13:02:09.397,66CC ADB4, D,88,19-May-2015,12:33:49.091
20-May-2015,13:02:39.949,66CC ADB4, D,08,19-May-2015,12:33:49.091
20-May-2015,13:03:30.691,66CC ADB4, C,BA,19-May-2015,12:33:49.091
20-May-2015,13:03:34.697,66CC ADB4, C,9B,19-May-2015,12:33:49.091
20-May-2015,13:03:36.696,66CC ADB4, D,89,19-May-2015,12:33:49.091
20-May-2015,13:08:44.404,66CC AD80, D,98,19-May-2015,12:33:49.091
20-May-2015,13:10:22.987,66CC ADB4, C,4D,19-May-2015,12:33:49.091
20-May-2015,13:20:58.336,6600 0000, C,69,19-May-2015,12:33:49.091
20-May-2015,13:21:00.335,66CC ADB4, C,BA,19-May-2015,12:33:49.091
20-May-2015,13:21:02.785,6000 0000, C,69,19-May-2015,12:33:49.091
20-May-2015,13:21:04.783,66CC ADB4, C,D9,19-May-2015,12:33:49.091
20-May-2015,13:23:57.945,66CC 8000, C,7A,19-May-2015,12:33:49.091
20-May-2015,13:23:59.946,66CC ADB4, C,2E,19-May-2015,12:33:49.091
20-May-2015,13:25:47.092,66CC ADB4, C,4D,19-May-2015,12:33:49.091
20-May-2015,13:25:51.061,66CC AAAA, C,8C,19-May-2015,12:33:49.091
20-May-2015,13:25:53.045,66CC AAAA, C,C9,19-May-2015,12:33:49.091
20-May-2015,13:25:55.027,66CC AAAA, D,78,19-May-2015,12:33:49.091
20-May-2015,13:26:02.620,66CC AAAA, D,B8,19-May-2015,12:33:49.091
20-May-2015,13:33:31.244,66CC AAAA, D,09,19-May-2015,12:33:49.091
20-May-2015,13:45:27.110,66CC AAAA, D,39,19-May-2015,12:33:49.091
20-May-2015,13:45:29.096,24CC AAAA, C,4F,19-May-2015,12:33:49.091
20-May-2015,14:04:25.806,66CC AAAA, C,BA,19-May-2015,12:33:49.091
20-May-2015,14:04:44.699,66CC ADB4, C,7C,19-May-2015,12:33:49.091
20-May-2015,14:23:26.106,66CC ADB4, C,DA,19-May-2015,12:33:49.091
20-May-2015,14:23:56.229,66CC ADB4, C,F8,19-May-2015,12:33:49.091
20-May-2015,14:24:33.518,66CC ADB4, C,E9,19-May-2015,12:33:49.091
20-May-2015,14:24:35.520,66CC ADB4, C,BA,19-May-2015,12:33:49.091
20-May-2015,14:24:57.782,66CC ADB4, C,5D,19-May-2015,12:33:49.091
20-May-2015,14:24:59.784,66CC ADB4, D,E8,19-May-2015,12:33:49.091
20-May-2015,14:25:01.785,66CC ADB4, D,38,19-May-2015,12:33:49.091
20-May-2015,14:25:03.782,66CC ADB4, C,5D,19-May-2015,12:33:49.091
20-May-2015,14:25:11.390,4000 0000, C,B8,19-May-2015,12:33:49.091
20-May-2015,14:25:13.392,66CC ADB4, D,08,19-May-2015,12:33:49.091
20-May-2015,14:25:49.480,66CC ADB4, C,AB,19-May-2015,12:33:49.091
20-May-2015,14:25:51.479,66CC ADB4, C,AA,19-May-2015,12:33:49.091
20-May-2015,14:36:54.309,66CC AC00, C,E9,19-May-2015,12:33:49.091
20-May-2015,14:36:56.310,66CC ADB4, C,4D,19-May-2015,12:33:49.091
20-May-2015,14:37:55.384,66CC ADB4, C,D9,19-May-2015,12:33:49.091
20-May-2015,14:37:57.386,46C8 ADB0, C,2E,19-May-2015,12:33:49.091
20-May-2015,14:38:19.674,66CC ADB4, C,7C,19-May-2015,12:33:49.091
20-May-2015,14:38:21.678,66CC ADB4, C,E8,19-May-2015,12:33:49.091
20-May-2015,14:38:23.680,66CC ADB4, C,8C,19-May-2015,12:33:49.091
20-May-2015,14:38:25.678,66CC ADB4, E,38,19-May-2015,12:33:49.091
20-May-2015,14:52:04.025,6600 0000, E,28,19-May-2015,12:33:49.091
20-May-2015,14:52:06.025,66CC ADB4, D,D9,19-May-2015,12:33:49.091
20-May-2015,15:16:26.133,66CC ADB4, C,E9,19-May-2015,12:33:49.091
20-May-2015,15:16:31.145,66CC ADB4, C,5D,19-May-2015,12:33:49.091
20-May-2015,15:16:33.143,66CC ADB4, C,E9,19-May-2015,12:33:49.091
20-May-2015,16:03:11.808,66CC AC00, D,38,19-May-2015,12:33:49.091
20-May-2015,16:28:08.656,66CC ADB4, D,98,19-May-2015,12:33:49.091
20-May-2015,17:14:30.947,66CC ADB4, C,7D,19-May-2015,12:33:49.091
20-May-2015,17:14:32.950,66CC ADB4, C,CA,19-May-2015,12:33:49.091
20-May-2015,17:14:34.949,66CC ADB4, D,98,19-May-2015,12:33:49.091
20-May-2015,17:37:51.908,66CC 8000, D,68,19-May-2015,12:33:49.091
20-May-2015,17:38:07.792,664C 80AA, C,4E,19-May-2015,12:33:49.091
20-May-2015,17:38:13.747,66CC AAAA, C,4E,19-May-2015,12:33:49.091
20-May-2015,17:38:17.715,66C4 AAA8, C,5E,19-May-2015,12:33:49.091
20-May-2015,17:38:23.663,66CC AAAA, C,4D,19-May-2015,12:33:49.091
